image,label
"[[[0.93392982 0.93392982 0.93392982]
  [0.97434411 0.97434411 0.97434411]
  [0.94822679 0.94822679 0.94822679]
  ...
  [0.88730492 0.88730492 0.88730492]
  [0.94868885 0.94868885 0.94868885]
  [0.93911064 0.93911064 0.93911064]]

 [[0.90802383 0.90802383 0.90802383]
  [0.96165779 0.96165779 0.96165779]
  [0.96038728 0.96038728 0.96038728]
  ...
  [0.92931235 0.92931235 0.92931235]
  [0.94035302 0.94035302 0.94035302]
  [0.92340749 0.92340749 0.92340749]]

 [[0.92686387 0.92686387 0.92686387]
  [0.94719013 0.94719013 0.94719013]
  [0.96925708 0.96925708 0.96925708]
  ...
  [0.94773034 0.94773034 0.94773034]
  [0.89713073 0.89713073 0.89713073]
  [0.91550245 0.91550245 0.91550245]]

 ...

 [[0.94305285 0.94305285 0.94305285]
  [0.93781137 0.93781137 0.93781137]
  [0.92604917 0.92604917 0.92604917]
  ...
  [0.890318   0.890318   0.890318  ]
  [0.92876776 0.92876776 0.92876776]
  [0.89956483 0.89956483 0.89956483]]

 [[0.90779937 0.90779937 0.90779937]
  [0.93085359 0.93085359 0.93085359]
  [0.88687788 0.88687788 0.88687788]
  ...
  [0.90450993 0.90450993 0.90450993]
  [0.91298519 0.91298519 0.91298519]
  [0.89275335 0.89275335 0.89275335]]

 [[0.91684674 0.91684674 0.91684674]
  [0.95677083 0.95677083 0.95677083]
  [0.8933242  0.8933242  0.8933242 ]
  ...
  [0.90110044 0.90110044 0.90110044]
  [0.92496999 0.92496999 0.92496999]
  [0.9444284  0.9444284  0.9444284 ]]]",parkinson
"[[[0.95386655 0.95386655 0.95386655]
  [0.95259104 0.95259104 0.95259104]
  [0.94040116 0.94040116 0.94040116]
  ...
  [0.94558824 0.94558824 0.94558824]
  [0.89652361 0.89652361 0.89652361]
  [0.96505602 0.96505602 0.96505602]]

 [[0.94939476 0.94939476 0.94939476]
  [0.94901961 0.94901961 0.94901961]
  [0.93039216 0.93039216 0.93039216]
  ...
  [0.9422419  0.9422419  0.9422419 ]
  [0.88963585 0.88963585 0.88963585]
  [0.97946178 0.97946178 0.97946178]]

 [[0.94754402 0.94754402 0.94754402]
  [0.94876951 0.94876951 0.94876951]
  [0.93090236 0.93090236 0.93090236]
  ...
  [0.93022709 0.93022709 0.93022709]
  [0.89713886 0.89713886 0.89713886]
  [0.95664766 0.95664766 0.95664766]]

 ...

 [[0.94502301 0.94502301 0.94502301]
  [0.94943978 0.94943978 0.94943978]
  [0.92215386 0.92215386 0.92215386]
  ...
  [0.9372549  0.9372549  0.9372549 ]
  [0.9372549  0.9372549  0.9372549 ]
  [0.89754402 0.89754402 0.89754402]]

 [[0.9369998  0.9369998  0.9369998 ]
  [0.94573329 0.94573329 0.94573329]
  [0.90015006 0.90015006 0.90015006]
  ...
  [0.9372549  0.9372549  0.9372549 ]
  [0.93458884 0.93458884 0.93458884]
  [0.9277411  0.9277411  0.9277411 ]]

 [[0.94067627 0.94067627 0.94067627]
  [0.94183173 0.94183173 0.94183173]
  [0.91302521 0.91302521 0.91302521]
  ...
  [0.94363245 0.94363245 0.94363245]
  [0.95147059 0.95147059 0.95147059]
  [0.94486295 0.94486295 0.94486295]]]",parkinson
"[[[0.93088235 0.93088235 0.93088235]
  [0.9517507  0.9517507  0.9517507 ]
  [0.92114846 0.92114846 0.92114846]
  ...
  [0.92247899 0.92247899 0.92247899]
  [0.92745098 0.92745098 0.92745098]
  [0.94677871 0.94677871 0.94677871]]

 [[0.93907563 0.93907563 0.93907563]
  [0.93158263 0.93158263 0.93158263]
  [0.91778711 0.91778711 0.91778711]
  ...
  [0.90945378 0.90945378 0.90945378]
  [0.91883754 0.91883754 0.91883754]
  [0.94089636 0.94089636 0.94089636]]

 [[0.94670868 0.94670868 0.94670868]
  [0.91148459 0.91148459 0.91148459]
  [0.92962185 0.92962185 0.92962185]
  ...
  [0.91806723 0.91806723 0.91806723]
  [0.93067227 0.93067227 0.93067227]
  [0.95063025 0.95063025 0.95063025]]

 ...

 [[0.91260504 0.91260504 0.91260504]
  [0.90280112 0.90280112 0.90280112]
  [0.92843137 0.92843137 0.92843137]
  ...
  [0.93277311 0.93277311 0.93277311]
  [0.83235294 0.83235294 0.83235294]
  [0.94810924 0.94810924 0.94810924]]

 [[0.92542017 0.92542017 0.92542017]
  [0.9214986  0.9214986  0.9214986 ]
  [0.94313725 0.94313725 0.94313725]
  ...
  [0.96603641 0.96603641 0.96603641]
  [0.8872549  0.8872549  0.8872549 ]
  [0.93921569 0.93921569 0.93921569]]

 [[0.94033613 0.94033613 0.94033613]
  [0.89880952 0.89880952 0.89880952]
  [0.94376751 0.94376751 0.94376751]
  ...
  [0.95028011 0.95028011 0.95028011]
  [0.92044818 0.92044818 0.92044818]
  [0.92114846 0.92114846 0.92114846]]]",parkinson
"[[[0.91766769 0.91766769 0.91766769]
  [0.94054559 0.94054559 0.94054559]
  [0.93316514 0.93316514 0.93316514]
  ...
  [0.93345526 0.93345526 0.93345526]
  [0.94468975 0.94468975 0.94468975]
  [0.88896809 0.88896809 0.88896809]]

 [[0.92405275 0.92405275 0.92405275]
  [0.94645733 0.94645733 0.94645733]
  [0.94913966 0.94913966 0.94913966]
  ...
  [0.94223002 0.94223002 0.94223002]
  [0.94984431 0.94984431 0.94984431]
  [0.90764868 0.90764868 0.90764868]]

 [[0.8924945  0.8924945  0.8924945 ]
  [0.93316889 0.93316889 0.93316889]
  [0.92660377 0.92660377 0.92660377]
  ...
  [0.91172657 0.91172657 0.91172657]
  [0.93891494 0.93891494 0.93891494]
  [0.92283851 0.92283851 0.92283851]]

 ...

 [[0.93759629 0.93759629 0.93759629]
  [0.93523284 0.93523284 0.93523284]
  [0.95238095 0.95238095 0.95238095]
  ...
  [0.86659789 0.86659789 0.86659789]
  [0.91984231 0.91984231 0.91984231]
  [0.92249775 0.92249775 0.92249775]]

 [[0.9437575  0.9437575  0.9437575 ]
  [0.9430691  0.9430691  0.9430691 ]
  [0.95146309 0.95146309 0.95146309]
  ...
  [0.93532475 0.93532475 0.93532475]
  [0.93207033 0.93207033 0.93207033]
  [0.92291229 0.92291229 0.92291229]]

 [[0.93774447 0.93774447 0.93774447]
  [0.94480105 0.94480105 0.94480105]
  [0.95283989 0.95283989 0.95283989]
  ...
  [0.94222627 0.94222627 0.94222627]
  [0.93231418 0.93231418 0.93231418]
  [0.92816627 0.92816627 0.92816627]]]",parkinson
"[[[0.94131465 0.94131465 0.94131465]
  [0.91883191 0.91883191 0.91883191]
  [0.95487007 0.95487007 0.95487007]
  ...
  [0.9054353  0.9054353  0.9054353 ]
  [0.932498   0.932498   0.932498  ]
  [0.95344888 0.95344888 0.95344888]]

 [[0.94824117 0.94824117 0.94824117]
  [0.95626938 0.95626938 0.95626938]
  [0.9487495  0.9487495  0.9487495 ]
  ...
  [0.95051083 0.95051083 0.95051083]
  [0.92176308 0.92176308 0.92176308]
  [0.95129052 0.95129052 0.95129052]]

 [[0.94108081 0.94108081 0.94108081]
  [0.95673519 0.95673519 0.95673519]
  [0.93960272 0.93960272 0.93960272]
  ...
  [0.9369254  0.9369254  0.9369254 ]
  [0.89483731 0.89483731 0.89483731]
  [0.92163928 0.92163928 0.92163928]]

 ...

 [[0.95271421 0.95271421 0.95271421]
  [0.94553071 0.94553071 0.94553071]
  [0.9359325  0.9359325  0.9359325 ]
  ...
  [0.8834909  0.8834909  0.8834909 ]
  [0.89081633 0.89081633 0.89081633]
  [0.85455745 0.85455745 0.85455745]]

 [[0.95773309 0.95773309 0.95773309]
  [0.94147159 0.94147159 0.94147159]
  [0.93997537 0.93997537 0.93997537]
  ...
  [0.90446991 0.90446991 0.90446991]
  [0.90594613 0.90594613 0.90594613]
  [0.92356443 0.92356443 0.92356443]]

 [[0.95278862 0.95278862 0.95278862]
  [0.93589186 0.93589186 0.93589186]
  [0.95166191 0.95166191 0.95166191]
  ...
  [0.9138099  0.9138099  0.9138099 ]
  [0.89310349 0.89310349 0.89310349]
  [0.91712998 0.91712998 0.91712998]]]",parkinson
"[[[0.94249825 0.94249825 0.94249825]
  [0.9339417  0.9339417  0.9339417 ]
  [0.89021359 0.89021359 0.89021359]
  ...
  [0.91758141 0.91758141 0.91758141]
  [0.92498249 0.92498249 0.92498249]
  [0.90922619 0.90922619 0.90922619]]

 [[0.93756565 0.93756565 0.93756565]
  [0.9442577  0.9442577  0.9442577 ]
  [0.94081758 0.94081758 0.94081758]
  ...
  [0.91709996 0.91709996 0.91709996]
  [0.91960347 0.91960347 0.91960347]
  [0.93372286 0.93372286 0.93372286]]

 [[0.93285189 0.93285189 0.93285189]
  [0.91878939 0.91878939 0.91878939]
  [0.95243785 0.95243785 0.95243785]
  ...
  [0.89119835 0.89119835 0.89119835]
  [0.92478992 0.92478992 0.92478992]
  [0.93273372 0.93273372 0.93273372]]

 ...

 [[0.93283438 0.93283438 0.93283438]
  [0.91934086 0.91934086 0.91934086]
  [0.93519783 0.93519783 0.93519783]
  ...
  [0.89944415 0.89944415 0.89944415]
  [0.86803221 0.86803221 0.86803221]
  [0.91959909 0.91959909 0.91959909]]

 [[0.92286415 0.92286415 0.92286415]
  [0.92846639 0.92846639 0.92846639]
  [0.91960347 0.91960347 0.91960347]
  ...
  [0.91417192 0.91417192 0.91417192]
  [0.93756127 0.93756127 0.93756127]
  [0.95279237 0.95279237 0.95279237]]

 [[0.90522584 0.90522584 0.90522584]
  [0.91059611 0.91059611 0.91059611]
  [0.93690039 0.93690039 0.93690039]
  ...
  [0.90456495 0.90456495 0.90456495]
  [0.93839723 0.93839723 0.93839723]
  [0.92113533 0.92113533 0.92113533]]]",parkinson
"[[[0.94174295 0.94174295 0.94174295]
  [0.9700005  0.9700005  0.9700005 ]
  [0.92309424 0.92309424 0.92309424]
  ...
  [0.92909664 0.92909664 0.92909664]
  [0.93143758 0.93143758 0.93143758]
  [0.93152136 0.93152136 0.93152136]]

 [[0.94277211 0.94277211 0.94277211]
  [0.92551833 0.92551833 0.92551833]
  [0.92705707 0.92705707 0.92705707]
  ...
  [0.91275198 0.91275198 0.91275198]
  [0.93317139 0.93317139 0.93317139]
  [0.9351897  0.9351897  0.9351897 ]]

 [[0.9501782  0.9501782  0.9501782 ]
  [0.92989821 0.92989821 0.92989821]
  [0.92809186 0.92809186 0.92809186]
  ...
  [0.90676521 0.90676521 0.90676521]
  [0.94790854 0.94790854 0.94790854]
  [0.93658713 0.93658713 0.93658713]]

 ...

 [[0.93641457 0.93641457 0.93641457]
  [0.95529649 0.95529649 0.95529649]
  [0.9518051  0.9518051  0.9518051 ]
  ...
  [0.9428684  0.9428684  0.9428684 ]
  [0.92264406 0.92264406 0.92264406]
  [0.91988358 0.91988358 0.91988358]]

 [[0.93795268 0.93795268 0.93795268]
  [0.94166604 0.94166604 0.94166604]
  [0.94760967 0.94760967 0.94760967]
  ...
  [0.94366872 0.94366872 0.94366872]
  [0.92803059 0.92803059 0.92803059]
  [0.91777023 0.91777023 0.91777023]]

 [[0.93977591 0.93977591 0.93977591]
  [0.93980905 0.93980905 0.93980905]
  [0.94915091 0.94915091 0.94915091]
  ...
  [0.97676133 0.97676133 0.97676133]
  [0.9228679  0.9228679  0.9228679 ]
  [0.94015544 0.94015544 0.94015544]]]",parkinson
"[[[0.91857493 0.91857493 0.91857493]
  [0.96838235 0.96838235 0.96838235]
  [0.92697829 0.92697829 0.92697829]
  ...
  [0.94180672 0.94180672 0.94180672]
  [0.90253852 0.90253852 0.90253852]
  [0.93636204 0.93636204 0.93636204]]

 [[0.93401611 0.93401611 0.93401611]
  [0.96265756 0.96265756 0.96265756]
  [0.96081933 0.96081933 0.96081933]
  ...
  [0.92137605 0.92137605 0.92137605]
  [0.89513305 0.89513305 0.89513305]
  [0.86493347 0.86493347 0.86493347]]

 [[0.98070728 0.98070728 0.98070728]
  [0.97736345 0.97736345 0.97736345]
  [0.89457283 0.89457283 0.89457283]
  ...
  [0.95379902 0.95379902 0.95379902]
  [0.9450105  0.9450105  0.9450105 ]
  [0.8747549  0.8747549  0.8747549 ]]

 ...

 [[0.97109594 0.97109594 0.97109594]
  [0.95012255 0.95012255 0.95012255]
  [0.95117297 0.95117297 0.95117297]
  ...
  [0.86727941 0.86727941 0.86727941]
  [0.86593137 0.86593137 0.86593137]
  [0.95358894 0.95358894 0.95358894]]

 [[0.96572129 0.96572129 0.96572129]
  [0.95439426 0.95439426 0.95439426]
  [0.96911765 0.96911765 0.96911765]
  ...
  [0.93634454 0.93634454 0.93634454]
  [0.85182073 0.85182073 0.85182073]
  [0.9587535  0.9587535  0.9587535 ]]

 [[0.91670168 0.91670168 0.91670168]
  [0.96910014 0.96910014 0.96910014]
  [0.96908263 0.96908263 0.96908263]
  ...
  [0.93352591 0.93352591 0.93352591]
  [0.92093838 0.92093838 0.92093838]
  [0.91621148 0.91621148 0.91621148]]]",parkinson
"[[[0.92330995 0.92330995 0.92330995]
  [0.9607493  0.9607493  0.9607493 ]
  [0.94017232 0.94017232 0.94017232]
  ...
  [0.90365771 0.90365771 0.90365771]
  [0.93697166 0.93697166 0.93697166]
  [0.8951762  0.8951762  0.8951762 ]]

 [[0.91066176 0.91066176 0.91066176]
  [0.93461072 0.93461072 0.93461072]
  [0.93200155 0.93200155 0.93200155]
  ...
  [0.93346901 0.93346901 0.93346901]
  [0.87762292 0.87762292 0.87762292]
  [0.89621349 0.89621349 0.89621349]]

 [[0.93090486 0.93090486 0.93090486]
  [0.91895446 0.91895446 0.91895446]
  [0.92793868 0.92793868 0.92793868]
  ...
  [0.91979729 0.91979729 0.91979729]
  [0.89713385 0.89713385 0.89713385]
  [0.89674432 0.89674432 0.89674432]]

 ...

 [[0.95242159 0.95242159 0.95242159]
  [0.95586485 0.95586485 0.95586485]
  [0.90212835 0.90212835 0.90212835]
  ...
  [0.95298369 0.95298369 0.95298369]
  [0.92934049 0.92934049 0.92934049]
  [0.958127   0.958127   0.958127  ]]

 [[0.94182986 0.94182986 0.94182986]
  [0.9268151  0.9268151  0.9268151 ]
  [0.94485169 0.94485169 0.94485169]
  ...
  [0.94527061 0.94527061 0.94527061]
  [0.93527473 0.93527473 0.93527473]
  [0.92665254 0.92665254 0.92665254]]

 [[0.9421206  0.9421206  0.9421206 ]
  [0.94081383 0.94081383 0.94081383]
  [0.95539341 0.95539341 0.95539341]
  ...
  [0.90249975 0.90249975 0.90249975]
  [0.93157388 0.93157388 0.93157388]
  [0.91993172 0.91993172 0.91993172]]]",parkinson
"[[[0.93426996 0.93426996 0.93426996]
  [0.94519433 0.94519433 0.94519433]
  [0.93785014 0.93785014 0.93785014]
  ...
  [0.934375   0.934375   0.934375  ]
  [0.93376225 0.93376225 0.93376225]
  [0.93696604 0.93696604 0.93696604]]

 [[0.93503151 0.93503151 0.93503151]
  [0.93046218 0.93046218 0.93046218]
  [0.93532913 0.93532913 0.93532913]
  ...
  [0.9301208  0.9301208  0.9301208 ]
  [0.93851541 0.93851541 0.93851541]
  [0.85209209 0.85209209 0.85209209]]

 [[0.94814426 0.94814426 0.94814426]
  [0.92973564 0.92973564 0.92973564]
  [0.95344888 0.95344888 0.95344888]
  ...
  [0.94452906 0.94452906 0.94452906]
  [0.93985469 0.93985469 0.93985469]
  [0.92913165 0.92913165 0.92913165]]

 ...

 [[0.92731968 0.92731968 0.92731968]
  [0.94371499 0.94371499 0.94371499]
  [0.95009629 0.95009629 0.95009629]
  ...
  [0.93004202 0.93004202 0.93004202]
  [0.90909489 0.90909489 0.90909489]
  [0.90865721 0.90865721 0.90865721]]

 [[0.93584559 0.93584559 0.93584559]
  [0.94200805 0.94200805 0.94200805]
  [0.95130427 0.95130427 0.95130427]
  ...
  [0.93708859 0.93708859 0.93708859]
  [0.90577731 0.90577731 0.90577731]
  [0.91220238 0.91220238 0.91220238]]

 [[0.93398109 0.93398109 0.93398109]
  [0.92010679 0.92010679 0.92010679]
  [0.9602591  0.9602591  0.9602591 ]
  ...
  [0.91996674 0.91996674 0.91996674]
  [0.90231092 0.90231092 0.90231092]
  [0.90272234 0.90272234 0.90272234]]]",parkinson
"[[[0.86711747 0.86711747 0.86711747]
  [0.90495886 0.90495886 0.90495886]
  [0.94503676 0.94503676 0.94503676]
  ...
  [0.89749212 0.89749212 0.89749212]
  [0.90338323 0.90338323 0.90338323]
  [0.92820378 0.92820378 0.92820378]]

 [[0.84341737 0.84341737 0.84341737]
  [0.8819284  0.8819284  0.8819284 ]
  [0.94117647 0.94117647 0.94117647]
  ...
  [0.8988708  0.8988708  0.8988708 ]
  [0.90551033 0.90551033 0.90551033]
  [0.93928571 0.93928571 0.93928571]]

 [[0.86372111 0.86372111 0.86372111]
  [0.8808736  0.8808736  0.8808736 ]
  [0.94117647 0.94117647 0.94117647]
  ...
  [0.91087185 0.91087185 0.91087185]
  [0.92110032 0.92110032 0.92110032]
  [0.91840861 0.91840861 0.91840861]]

 ...

 [[0.90753676 0.90753676 0.90753676]
  [0.92257966 0.92257966 0.92257966]
  [0.90453869 0.90453869 0.90453869]
  ...
  [0.86800158 0.86800158 0.86800158]
  [0.89261204 0.89261204 0.89261204]
  [0.93516719 0.93516719 0.93516719]]

 [[0.90377276 0.90377276 0.90377276]
  [0.90213148 0.90213148 0.90213148]
  [0.91025035 0.91025035 0.91025035]
  ...
  [0.88475578 0.88475578 0.88475578]
  [0.88229604 0.88229604 0.88229604]
  [0.91499037 0.91499037 0.91499037]]

 [[0.93231793 0.93231793 0.93231793]
  [0.89946604 0.89946604 0.89946604]
  [0.9219494  0.9219494  0.9219494 ]
  ...
  [0.91880252 0.91880252 0.91880252]
  [0.91902136 0.91902136 0.91902136]
  [0.93634016 0.93634016 0.93634016]]]",parkinson
"[[[0.94843938 0.94843938 0.94843938]
  [0.93677471 0.93677471 0.93677471]
  [0.95569228 0.95569228 0.95569228]
  ...
  [0.94965986 0.94965986 0.94965986]
  [0.9609944  0.9609944  0.9609944 ]
  [0.93696479 0.93696479 0.93696479]]

 [[0.94513806 0.94513806 0.94513806]
  [0.9227391  0.9227391  0.9227391 ]
  [0.94409764 0.94409764 0.94409764]
  ...
  [0.88443377 0.88443377 0.88443377]
  [0.91995798 0.91995798 0.91995798]
  [0.93186275 0.93186275 0.93186275]]

 [[0.94496799 0.94496799 0.94496799]
  [0.87136855 0.87136855 0.87136855]
  [0.97258904 0.97258904 0.97258904]
  ...
  [0.93931573 0.93931573 0.93931573]
  [0.93938575 0.93938575 0.93938575]
  [0.94241697 0.94241697 0.94241697]]

 ...

 [[0.96871749 0.96871749 0.96871749]
  [0.94421769 0.94421769 0.94421769]
  [0.9642457  0.9642457  0.9642457 ]
  ...
  [0.88380352 0.88380352 0.88380352]
  [0.93721489 0.93721489 0.93721489]
  [0.92902161 0.92902161 0.92902161]]

 [[0.96532613 0.96532613 0.96532613]
  [0.94697879 0.94697879 0.94697879]
  [0.97143858 0.97143858 0.97143858]
  ...
  [0.85191076 0.85191076 0.85191076]
  [0.95428171 0.95428171 0.95428171]
  [0.91748699 0.91748699 0.91748699]]

 [[0.96885754 0.96885754 0.96885754]
  [0.92182873 0.92182873 0.92182873]
  [0.97753101 0.97753101 0.97753101]
  ...
  [0.90730292 0.90730292 0.90730292]
  [0.9242397  0.9242397  0.9242397 ]
  [0.9395058  0.9395058  0.9395058 ]]]",parkinson
"[[[0.92210759 0.92210759 0.92210759]
  [0.90902173 0.90902173 0.90902173]
  [0.94492297 0.94492297 0.94492297]
  ...
  [0.92730655 0.92730655 0.92730655]
  [0.92491622 0.92491622 0.92491622]
  [0.90347639 0.90347639 0.90347639]]

 [[0.91521609 0.91521609 0.91521609]
  [0.91003651 0.91003651 0.91003651]
  [0.90664453 0.90664453 0.90664453]
  ...
  [0.92343312 0.92343312 0.92343312]
  [0.94448967 0.94448967 0.94448967]
  [0.93085297 0.93085297 0.93085297]]

 [[0.92177183 0.92177183 0.92177183]
  [0.91935587 0.91935587 0.91935587]
  [0.93558111 0.93558111 0.93558111]
  ...
  [0.8919893  0.8919893  0.8919893 ]
  [0.9340011  0.9340011  0.9340011 ]
  [0.89234381 0.89234381 0.89234381]]

 ...

 [[0.939387   0.939387   0.939387  ]
  [0.96924082 0.96924082 0.96924082]
  [0.94025235 0.94025235 0.94025235]
  ...
  [0.91973039 0.91973039 0.91973039]
  [0.90501576 0.90501576 0.90501576]
  [0.93829594 0.93829594 0.93829594]]

 [[0.94946291 0.94946291 0.94946291]
  [0.93937575 0.93937575 0.93937575]
  [0.95064713 0.95064713 0.95064713]
  ...
  [0.89373249 0.89373249 0.89373249]
  [0.89884766 0.89884766 0.89884766]
  [0.90095288 0.90095288 0.90095288]]

 [[0.96152586 0.96152586 0.96152586]
  [0.94809799 0.94809799 0.94809799]
  [0.95575105 0.95575105 0.95575105]
  ...
  [0.92411027 0.92411027 0.92411027]
  [0.95160502 0.95160502 0.95160502]
  [0.9216968  0.9216968  0.9216968 ]]]",parkinson
"[[[0.92634679 0.92634679 0.92634679]
  [0.91348164 0.91348164 0.91348164]
  [0.94205432 0.94205432 0.94205432]
  ...
  [0.95937875 0.95937875 0.95937875]
  [0.96055672 0.96055672 0.96055672]
  [0.95768307 0.95768307 0.95768307]]

 [[0.93897559 0.93897559 0.93897559]
  [0.91585759 0.91585759 0.91585759]
  [0.97810874 0.97810874 0.97810874]
  ...
  [0.90341887 0.90341887 0.90341887]
  [0.92859394 0.92859394 0.92859394]
  [0.92207883 0.92207883 0.92207883]]

 [[0.9524985  0.9524985  0.9524985 ]
  [0.88132503 0.88132503 0.88132503]
  [0.95630877 0.95630877 0.95630877]
  ...
  [0.93231418 0.93231418 0.93231418]
  [0.9607518  0.9607518  0.9607518 ]
  [0.93814151 0.93814151 0.93814151]]

 ...

 [[0.94033864 0.94033864 0.94033864]
  [0.95346264 0.95346264 0.95346264]
  [0.951243   0.951243   0.951243  ]
  ...
  [0.93485769 0.93485769 0.93485769]
  [0.91196729 0.91196729 0.91196729]
  [0.8905012  0.8905012  0.8905012 ]]

 [[0.94363245 0.94363245 0.94363245]
  [0.9462385  0.9462385  0.9462385 ]
  [0.96060924 0.96060924 0.96060924]
  ...
  [0.93380852 0.93380852 0.93380852]
  [0.93676346 0.93676346 0.93676346]
  [0.95880477 0.95880477 0.95880477]]

 [[0.95044518 0.95044518 0.95044518]
  [0.93279187 0.93279187 0.93279187]
  [0.93462885 0.93462885 0.93462885]
  ...
  [0.95172944 0.95172944 0.95172944]
  [0.91341787 0.91341787 0.91341787]
  [0.93064476 0.93064476 0.93064476]]]",parkinson
"[[[0.89684499 0.89684499 0.89684499]
  [0.92824192 0.92824192 0.92824192]
  [0.92382078 0.92382078 0.92382078]
  ...
  [0.95744548 0.95744548 0.95744548]
  [0.96263443 0.96263443 0.96263443]
  [0.88415741 0.88415741 0.88415741]]

 [[0.90255915 0.90255915 0.90255915]
  [0.92418968 0.92418968 0.92418968]
  [0.91037102 0.91037102 0.91037102]
  ...
  [0.93654462 0.93654462 0.93654462]
  [0.94600403 0.94600403 0.94600403]
  [0.9033007  0.9033007  0.9033007 ]]

 [[0.9318046  0.9318046  0.9318046 ]
  [0.9378839  0.9378839  0.9378839 ]
  [0.89667492 0.89667492 0.89667492]
  ...
  [0.92185562 0.92185562 0.92185562]
  [0.93046281 0.93046281 0.93046281]
  [0.91647972 0.91647972 0.91647972]]

 ...

 [[0.95056835 0.95056835 0.95056835]
  [0.95847151 0.95847151 0.95847151]
  [0.931245   0.931245   0.931245  ]
  ...
  [0.94887455 0.94887455 0.94887455]
  [0.93377476 0.93377476 0.93377476]
  [0.91913015 0.91913015 0.91913015]]

 [[0.94501426 0.94501426 0.94501426]
  [0.95965511 0.95965511 0.95965511]
  [0.91898572 0.91898572 0.91898572]
  ...
  [0.92016682 0.92016682 0.92016682]
  [0.92012367 0.92012367 0.92012367]
  [0.92736345 0.92736345 0.92736345]]

 [[0.91633466 0.91633466 0.91633466]
  [0.93177709 0.93177709 0.93177709]
  [0.89950168 0.89950168 0.89950168]
  ...
  [0.93235669 0.93235669 0.93235669]
  [0.90704032 0.90704032 0.90704032]
  [0.90895358 0.90895358 0.90895358]]]",parkinson
"[[[0.95742297 0.95742297 0.95742297]
  [0.93333333 0.93333333 0.93333333]
  [0.92857143 0.92857143 0.92857143]
  ...
  [0.92072829 0.92072829 0.92072829]
  [0.96358543 0.96358543 0.96358543]
  [0.90336134 0.90336134 0.90336134]]

 [[0.9511267  0.9511267  0.9511267 ]
  [0.91741447 0.91741447 0.91741447]
  [0.93142257 0.93142257 0.93142257]
  ...
  [0.91395683 0.91395683 0.91395683]
  [0.96215986 0.96215986 0.96215986]
  [0.91642907 0.91642907 0.91642907]]

 [[0.94307223 0.94307223 0.94307223]
  [0.89834184 0.89834184 0.89834184]
  [0.93380852 0.93380852 0.93380852]
  ...
  [0.90539216 0.90539216 0.90539216]
  [0.95961635 0.95961635 0.95961635]
  [0.9346351  0.9346351  0.9346351 ]]

 ...

 [[0.94541191 0.94541191 0.94541191]
  [0.99339736 0.99339736 0.99339736]
  [0.95716161 0.95716161 0.95716161]
  ...
  [0.93619323 0.93619323 0.93619323]
  [0.94461785 0.94461785 0.94461785]
  [0.89495923 0.89495923 0.89495923]]

 [[0.93886555 0.93886555 0.93886555]
  [0.98766507 0.98766507 0.98766507]
  [0.92926921 0.92926921 0.92926921]
  ...
  [0.94083759 0.94083759 0.94083759]
  [0.97678321 0.97678321 0.97678321]
  [0.90548594 0.90548594 0.90548594]]

 [[0.93221289 0.93221289 0.93221289]
  [0.98291317 0.98291317 0.98291317]
  [0.90812325 0.90812325 0.90812325]
  ...
  [0.94285714 0.94285714 0.94285714]
  [0.99887955 0.99887955 0.99887955]
  [0.91344538 0.91344538 0.91344538]]]",parkinson
"[[[0.93429309 0.93429309 0.93429309]
  [0.93837347 0.93837347 0.93837347]
  [0.91948842 0.91948842 0.91948842]
  ...
  [0.95381465 0.95381465 0.95381465]
  [0.94087072 0.94087072 0.94087072]
  [0.94237382 0.94237382 0.94237382]]

 [[0.92335247 0.92335247 0.92335247]
  [0.9691339  0.9691339  0.9691339 ]
  [0.91047106 0.91047106 0.91047106]
  ...
  [0.93515031 0.93515031 0.93515031]
  [0.95604367 0.95604367 0.95604367]
  [0.90558661 0.90558661 0.90558661]]

 [[0.88642144 0.88642144 0.88642144]
  [0.99411327 0.99411327 0.99411327]
  [0.8588798  0.8588798  0.8588798 ]
  ...
  [0.89772221 0.89772221 0.89772221]
  [0.93507716 0.93507716 0.93507716]
  [0.88809149 0.88809149 0.88809149]]

 ...

 [[0.98372912 0.98372912 0.98372912]
  [0.98539728 0.98539728 0.98539728]
  [0.89966674 0.89966674 0.89966674]
  ...
  [0.95691402 0.95691402 0.95691402]
  [0.92922169 0.92922169 0.92922169]
  [0.92439663 0.92439663 0.92439663]]

 [[0.97331745 0.97331745 0.97331745]
  [0.88063851 0.88063851 0.88063851]
  [0.95376025 0.95376025 0.95376025]
  ...
  [0.96776586 0.96776586 0.96776586]
  [0.94675745 0.94675745 0.94675745]
  [0.93318265 0.93318265 0.93318265]]

 [[0.9681929  0.9681929  0.9681929 ]
  [0.89986807 0.89986807 0.89986807]
  [0.94024047 0.94024047 0.94024047]
  ...
  [0.95027323 0.95027323 0.95027323]
  [0.95266044 0.95266044 0.95266044]
  [0.91947029 0.91947029 0.91947029]]]",parkinson
